Problem Solving,Design,CS Skills,Test Enumeration,Communication,intervieweeId,interviewerId,Score,Interviewer Call,Final Call
6,4,-1,-1,-1,142,15,5,0,0
4,2,2,5,4,142,92,3.214285714,0,0
3,4,9,9,2,143,37,5.107142857,0,0
9,-1,7,8,-1,143,17,8.176470588,1,0
-1,5,5,-1,3,143,86,4.625,0,0
8,6,-1,9,9,143,16,7.608695652,1,0
3,9,7,3,6,144,78,5.75,0,0
5,2,5,7,-1,144,35,4.36,0,0
-1,4,8,2,-1,144,23,4.705882353,0,0
8,2,-1,6,6,144,10,5.304347826,0,0
8,-1,7,7,7,145,69,7.4,1,1
5,8,7,9,3,145,45,6.571428571,1,1
9,-1,4,-1,9,145,25,7.4375,1,1
7,-1,4,2,6,145,27,5.1,0,1
3,5,7,6,9,146,8,5.357142857,0,0
-1,-1,4,9,4,146,71,5.666666667,0,0
-1,-1,6,4,3,146,16,4.583333333,0,0
-1,4,3,2,6,146,89,3.65,0,0
2,7,-1,-1,-1,147,4,4.5,0,0
9,9,8,2,-1,147,59,7.68,1,0
-1,4,-1,6,6,147,88,4.933333333,0,0
9,-1,9,2,3,147,83,6.7,1,0
8,-1,2,-1,-1,148,26,5.692307692,0,0
6,4,8,3,-1,148,19,5.28,0,0
-1,7,-1,2,4,148,31,5.066666667,0,0
-1,5,-1,-1,8,148,17,5.818181818,1,0
2,-1,3,-1,-1,149,83,2.384615385,0,0
7,-1,7,3,-1,149,40,6.058823529,1,0
-1,7,-1,2,7,149,29,5.666666667,0,0
8,9,5,-1,8,149,70,7.708333333,1,0
2,3,9,3,8,150,70,4.321428571,0,0
5,4,8,5,8,150,15,5.571428571,0,0
4,6,-1,3,2,150,36,4.260869565,0,0
-1,7,9,5,-1,150,26,7.117647059,1,0
4,6,2,4,-1,151,24,4.24,0,0
6,5,-1,-1,-1,151,41,5.5,0,0
2,-1,-1,-1,6,151,57,3.090909091,0,0
5,5,6,3,4,151,9,4.785714286,0,0
3,2,-1,5,7,152,48,3.52173913,0,0
5,2,6,3,4,152,29,3.928571429,0,0
6,3,5,7,5,152,34,5,0,0
5,-1,8,-1,2,152,37,5.375,0,0
-1,-1,-1,-1,5,153,7,5,0,0
-1,5,9,9,6,153,74,6.95,1,0
-1,3,7,-1,4,153,70,4.4375,0,0
3,9,-1,3,-1,153,57,5.4,0,0
-1,6,9,4,5,154,15,6.2,1,0
6,-1,-1,7,-1,154,41,6.333333333,1,0
4,-1,-1,-1,9,154,74,5.363636364,0,0
5,4,4,9,-1,154,24,5.12,0,0
5,6,2,-1,2,155,24,4.333333333,0,0
5,-1,4,2,2,155,53,3.7,0,0
3,3,5,9,3,155,46,4.214285714,0,0
4,6,8,7,3,155,53,5.607142857,0,0
8,6,6,-1,6,156,87,6.666666667,1,1
-1,-1,3,6,6,156,72,4.75,0,1
4,6,7,7,8,156,58,5.964285714,1,1
-1,6,-1,6,-1,156,67,6,1,1
-1,3,4,-1,8,157,18,4.25,0,0
8,5,4,8,6,157,74,6.214285714,1,0
8,-1,7,8,8,157,89,7.75,1,0
6,2,6,2,2,157,68,3.857142857,0,0
-1,8,5,5,-1,158,24,6.411764706,1,1
4,8,8,3,5,158,76,5.821428571,1,1
8,-1,-1,-1,5,158,37,7.181818182,1,1
-1,3,-1,3,-1,158,6,3,0,1
9,6,-1,-1,-1,159,46,7.5,1,0
-1,-1,5,-1,-1,159,89,5,0,0
6,3,-1,7,4,159,86,4.869565217,0,0
6,-1,3,-1,-1,159,28,4.846153846,0,0
4,-1,6,2,4,160,54,4.1,0,0
5,6,8,4,-1,160,25,5.76,0,0
4,-1,4,4,-1,160,97,4,0,0
4,-1,8,5,8,160,65,5.8,1,0
-1,-1,9,8,-1,161,53,8.555555556,1,0
6,-1,9,7,7,161,76,7.1,1,0
-1,2,9,4,-1,161,74,4.529411765,0,0
3,7,2,9,-1,161,14,5.04,0,0
-1,4,-1,6,2,162,45,4.133333333,0,0
7,8,9,4,4,162,94,6.892857143,1,0
3,6,8,4,-1,162,70,5.12,0,0
4,-1,3,-1,-1,162,78,3.615384615,0,0
-1,5,-1,4,7,163,1,5.133333333,0,0
4,9,6,4,3,163,29,5.678571429,0,0
-1,4,4,7,5,163,25,4.75,0,0
4,-1,8,-1,7,163,94,5.8125,1,0
7,3,3,6,7,164,98,5,0,0
5,-1,-1,7,-1,164,89,5.666666667,0,0
3,4,-1,6,5,164,93,4.130434783,0,0
7,-1,8,-1,-1,164,7,7.384615385,1,0
4,2,3,-1,-1,165,88,3,0,1
4,7,-1,7,8,165,100,6.086956522,1,1
5,8,-1,-1,-1,165,22,6.5,1,1
-1,-1,9,5,5,165,78,6.666666667,1,1
-1,-1,8,8,4,166,9,7,1,0
-1,4,3,8,3,166,76,4.4,0,0
6,-1,-1,7,2,166,77,5.466666667,0,0
-1,8,7,3,-1,166,6,6.529411765,1,0
4,-1,-1,-1,-1,167,86,4,0,0
-1,7,-1,4,3,167,13,5.4,0,0
7,6,2,4,-1,167,51,5.2,0,0
-1,-1,-1,3,6,167,60,4.285714286,0,0
3,4,8,6,3,168,37,4.607142857,0,0
4,-1,3,-1,-1,168,70,3.615384615,0,0
7,8,9,-1,-1,168,22,7.857142857,1,0
6,2,8,-1,4,168,63,4.833333333,0,0
-1,-1,5,2,-1,169,87,3.666666667,0,1
-1,-1,7,-1,-1,169,97,7,1,1
9,5,8,-1,4,169,94,6.833333333,1,1
-1,-1,-1,-1,7,169,13,7,1,1
-1,-1,-1,2,8,170,82,4.571428571,0,0
5,4,2,6,-1,170,43,4.24,0,0
9,2,5,8,-1,170,59,5.8,1,0
-1,-1,7,8,5,170,83,6.833333333,1,0
-1,7,3,-1,-1,171,76,5.461538462,0,0
4,-1,-1,4,-1,171,36,4,0,0
2,7,-1,-1,7,171,1,4.894736842,0,0
4,3,6,9,2,171,25,4.571428571,0,0
-1,-1,3,8,3,172,49,4.666666667,0,0
-1,8,-1,3,8,172,28,6.666666667,1,0
-1,-1,4,4,2,172,13,3.5,0,0
9,-1,6,-1,3,172,29,6.9375,1,0
-1,7,-1,5,8,173,95,6.666666667,1,0
2,3,-1,-1,-1,173,57,2.5,0,0
5,7,3,7,-1,173,60,5.56,0,0
9,2,6,8,9,173,56,6.321428571,1,0
5,7,-1,3,2,174,73,4.956521739,0,0
2,-1,-1,7,8,174,49,4.533333333,0,0
2,-1,3,-1,3,174,62,2.5,0,0
9,7,4,-1,-1,174,66,7.047619048,1,0
-1,6,-1,4,-1,175,16,5.333333333,0,0
-1,2,7,9,4,175,25,4.95,0,0
-1,2,-1,-1,9,175,13,3.909090909,0,0
7,3,-1,6,-1,175,24,5.2,0,0
8,-1,9,2,-1,176,35,6.882352941,1,0
4,6,6,9,4,176,19,5.642857143,0,0
3,9,9,2,4,176,18,5.75,0,0
9,3,-1,6,4,176,67,5.739130435,0,0
8,-1,7,7,7,177,96,7.4,1,0
-1,-1,-1,-1,9,177,34,9,1,0
-1,4,-1,6,8,177,43,5.333333333,0,0
9,3,3,5,9,177,8,5.642857143,0,0
5,-1,3,-1,3,178,58,4,0,0
6,5,4,3,9,178,4,5.25,0,0
5,3,4,9,6,178,20,4.928571429,0,0
3,-1,9,8,8,178,14,6.25,1,0
2,4,7,4,5,179,50,4.071428571,0,0
-1,-1,8,-1,-1,179,59,8,1,0
-1,-1,8,4,-1,179,79,6.222222222,1,0
3,-1,6,3,9,179,31,4.65,0,0
-1,5,8,7,8,180,21,6.6,1,0
2,6,5,3,-1,180,45,4.04,0,0
5,6,7,6,3,180,87,5.571428571,0,0
-1,-1,5,6,3,180,91,4.833333333,0,0
8,4,8,7,-1,181,48,6.56,1,0
3,7,3,3,-1,181,48,4.28,0,0
3,3,5,-1,9,181,19,4.166666667,0,0
5,5,7,2,-1,181,90,4.92,0,0
2,6,-1,-1,2,182,69,3.684210526,0,0
3,5,-1,-1,2,182,92,3.684210526,0,0
3,-1,3,-1,6,182,55,3.5625,0,0
6,6,7,6,-1,182,56,6.2,1,0
8,4,-1,8,8,183,95,6.608695652,1,0
7,-1,-1,-1,2,183,39,5.636363636,0,0
7,-1,2,6,7,183,39,5.55,0,0
5,-1,2,-1,4,183,51,3.875,0,0
-1,5,7,-1,4,184,52,5.4375,0,0
5,3,-1,-1,7,184,70,4.473684211,0,0
-1,7,3,4,8,184,28,5.55,0,0
6,-1,6,2,-1,184,81,5.058823529,0,0
8,5,2,-1,-1,185,9,5.428571429,0,0
-1,-1,6,9,-1,185,93,7.333333333,1,0
8,-1,3,3,3,185,96,5,0,0
2,6,3,5,3,185,50,3.857142857,0,0
-1,9,-1,-1,2,186,20,7.090909091,1,1
8,7,6,-1,9,186,39,7.375,1,1
-1,8,-1,3,6,186,35,6.266666667,1,1
-1,5,6,9,4,186,37,5.9,1,1
-1,-1,9,-1,3,187,81,6.75,1,0
8,3,-1,-1,-1,187,4,5.5,0,0
6,-1,-1,-1,5,187,41,5.727272727,0,0
6,8,-1,2,-1,187,33,6,1,0
-1,9,4,-1,3,188,50,6.3125,1,0
-1,-1,-1,-1,5,188,49,5,0,0
9,8,6,4,8,188,59,7.357142857,1,0
-1,-1,6,2,2,188,5,3.666666667,0,0
-1,2,-1,-1,-1,189,4,2,0,0
4,3,3,9,4,189,41,4.25,0,0
5,4,4,7,6,189,18,4.928571429,0,0
4,-1,5,8,-1,189,33,5.235294118,0,0
8,6,8,3,9,190,62,6.821428571,1,0
-1,-1,8,-1,5,190,34,6.875,1,0
-1,-1,-1,-1,2,190,70,2,0,0
-1,4,-1,-1,-1,190,87,4,0,0
9,5,5,3,8,191,81,6.178571429,1,0
6,9,-1,5,6,191,3,6.869565217,1,0
3,4,-1,8,-1,191,37,4.4,0,0
5,6,-1,-1,7,191,65,5.736842105,0,0
6,3,-1,4,-1,192,6,4.4,0,0
2,4,5,5,3,192,84,3.642857143,0,0
-1,-1,7,-1,6,192,2,6.625,1,0
-1,-1,-1,2,-1,192,4,2,0,0
-1,9,5,2,3,193,56,5.7,0,0
8,6,-1,7,6,193,98,6.869565217,1,0
3,8,9,-1,-1,193,31,6.333333333,1,0
8,-1,2,2,8,193,8,5.3,0,0
5,-1,5,-1,-1,194,19,5,0,0
8,2,9,2,3,194,72,5.071428571,0,0
-1,-1,5,6,-1,194,13,5.444444444,0,0
9,9,2,8,-1,194,87,7.44,1,0
-1,-1,3,-1,4,195,10,3.375,0,0
2,7,-1,4,-1,195,43,4.4,0,0
4,-1,9,-1,-1,195,77,5.923076923,1,0
3,-1,2,4,2,195,71,2.8,0,0
4,3,6,-1,6,196,14,4.333333333,0,0
2,-1,4,2,7,196,49,3.25,0,0
-1,-1,-1,-1,-1,196,42,-1,0,0
9,-1,4,4,6,196,75,6.3,1,0
-1,3,9,3,9,197,62,5.4,0,0
-1,-1,8,-1,8,197,92,8,1,0
-1,3,7,9,5,197,37,5.5,0,0
7,7,3,8,-1,197,49,6.36,1,0
-1,5,-1,4,-1,198,51,4.666666667,0,0
-1,8,9,6,4,198,49,7.25,1,0
2,-1,4,4,5,198,82,3.35,0,0
-1,4,4,2,-1,198,47,3.529411765,0,0
7,-1,4,4,5,199,92,5.35,0,0
8,-1,2,-1,3,199,20,5.1875,0,0
7,6,7,-1,7,199,97,6.666666667,1,0
5,-1,2,-1,-1,199,94,3.846153846,0,0
-1,6,-1,-1,6,200,9,6,1,1
-1,9,8,2,3,200,59,6.45,1,1
-1,-1,9,2,-1,200,59,5.888888889,1,1
7,2,7,-1,3,200,21,4.833333333,0,1
7,-1,3,6,-1,201,10,5.588235294,0,0
7,9,5,2,4,201,15,6.178571429,1,0
6,-1,8,4,9,201,63,6.55,1,0
2,8,3,7,-1,201,66,4.92,0,0
7,8,9,6,4,202,69,7.178571429,1,0
-1,-1,-1,5,5,202,22,5,0,0
7,7,-1,-1,-1,202,1,7,1,0
6,5,-1,-1,-1,202,80,5.5,0,0
-1,8,6,-1,-1,203,22,7.230769231,1,0
-1,-1,-1,7,3,203,74,5.285714286,0,0
-1,7,9,-1,4,203,66,7.0625,1,0
5,6,5,2,6,203,75,4.964285714,0,0
-1,4,6,2,-1,204,23,4.117647059,0,0
4,6,3,-1,5,204,31,4.583333333,0,0
-1,7,-1,6,2,204,78,5.733333333,0,0
-1,-1,6,9,-1,204,95,7.333333333,1,0
-1,-1,4,9,-1,205,32,6.222222222,1,0
-1,5,5,2,8,205,76,4.85,0,0
-1,9,-1,5,9,205,53,7.933333333,1,0
5,-1,5,2,4,205,49,4.25,0,0
-1,-1,5,-1,-1,206,37,5,0,1
7,8,5,2,-1,206,26,6.12,1,1
2,8,5,9,9,206,88,6,1,1
-1,9,3,-1,7,206,15,6.75,1,1
-1,-1,2,7,2,207,65,3.666666667,0,0
-1,4,-1,-1,4,207,46,4,0,0
7,8,6,-1,9,207,66,7.375,1,0
2,-1,5,5,-1,207,68,3.588235294,0,0
-1,4,4,9,2,208,31,4.7,0,0
6,2,7,4,2,208,6,4.321428571,0,0
6,8,4,7,5,208,90,6.25,1,0
9,6,3,7,7,208,48,6.571428571,1,0
6,-1,7,7,6,209,69,6.45,1,0
-1,6,2,-1,8,209,81,5.125,0,0
9,-1,4,7,7,209,58,7.05,1,0
2,5,-1,3,-1,209,43,3.4,0,0
9,-1,3,3,-1,210,87,5.823529412,1,1
4,7,8,-1,9,210,17,6.458333333,1,1
5,8,6,-1,-1,210,46,6.380952381,1,1
-1,8,9,-1,-1,210,49,8.384615385,1,1
-1,2,3,-1,4,211,16,2.6875,0,0
4,6,8,-1,-1,211,29,5.714285714,0,0
-1,6,7,3,5,211,52,5.5,0,0
-1,4,4,9,8,211,9,5.6,0,0
-1,6,-1,-1,2,212,55,4.909090909,0,0
-1,7,4,5,3,212,80,5.25,0,0
9,3,-1,7,7,212,57,6.304347826,1,0
-1,-1,-1,4,2,212,9,3.142857143,0,0
7,8,-1,2,8,213,67,6.608695652,1,1
-1,3,-1,6,-1,213,95,4,0,1
6,6,5,-1,7,213,43,5.916666667,1,1
5,-1,-1,7,8,213,47,6.133333333,1,1
5,-1,7,-1,2,214,53,5.0625,0,0
6,2,8,-1,6,214,9,5.083333333,0,0
3,-1,4,2,-1,214,98,3.058823529,0,0
6,3,4,4,7,214,58,4.607142857,0,0
-1,3,2,-1,-1,215,82,2.615384615,0,0
3,-1,8,7,8,215,98,5.8,1,0
-1,-1,5,5,-1,215,77,5,0,0
9,8,3,-1,8,215,29,7.291666667,1,0
9,8,4,8,-1,216,99,7.52,1,0
7,-1,-1,-1,-1,216,21,7,1,0
-1,6,2,4,6,216,5,4.6,0,0
3,7,4,4,-1,216,68,4.64,0,0
8,2,9,-1,5,217,1,5.833333333,1,0
8,-1,-1,6,6,217,27,7.066666667,1,0
-1,2,5,-1,-1,217,98,3.153846154,0,0
6,5,-1,-1,4,217,47,5.263157895,0,0
4,6,-1,-1,6,218,62,5.157894737,0,1
9,8,7,3,-1,218,12,7.32,1,1
6,9,-1,9,6,218,89,7.565217391,1,1
9,6,-1,9,7,218,2,7.695652174,1,1
-1,-1,7,8,-1,219,7,7.444444444,1,0
4,8,4,5,2,219,2,5.071428571,0,0
-1,2,-1,-1,9,219,85,3.909090909,0,0
3,-1,6,-1,-1,219,21,4.153846154,0,0
4,8,2,3,7,220,71,4.964285714,0,0
2,-1,9,-1,-1,220,86,4.692307692,0,0
7,4,4,3,5,220,72,4.821428571,0,0
2,5,-1,-1,-1,220,87,3.5,0,0
-1,3,8,7,4,221,22,5.2,0,0
4,-1,-1,9,8,221,70,6.133333333,1,0
2,8,-1,-1,4,221,86,4.842105263,0,0
4,5,-1,-1,8,221,57,5.052631579,0,0
6,8,2,-1,4,222,23,5.583333333,0,0
8,8,-1,6,6,222,68,7.391304348,1,0
7,-1,-1,3,8,222,95,6.133333333,1,0
4,-1,6,-1,-1,222,16,4.769230769,0,0
6,7,6,-1,-1,223,63,6.380952381,1,0
8,2,8,-1,4,223,100,5.5,0,0
6,4,-1,5,-1,223,14,5,0,0
2,2,-1,-1,3,223,79,2.157894737,0,0
5,8,5,-1,2,224,16,5.625,0,0
8,-1,4,-1,6,224,21,6.375,1,0
6,5,-1,-1,5,224,73,5.421052632,0,0
-1,-1,9,7,8,224,26,8.083333333,1,0
9,3,2,-1,5,225,65,5.041666667,0,0
4,7,5,-1,7,225,10,5.583333333,0,0
-1,-1,9,3,-1,225,82,6.333333333,1,0
4,9,4,-1,-1,225,88,5.904761905,1,0
5,7,4,5,-1,226,3,5.44,0,0
5,6,3,4,2,226,13,4.464285714,0,0
5,3,6,4,7,226,21,4.678571429,0,0
-1,4,4,2,-1,226,42,3.529411765,0,0
6,3,4,6,-1,227,25,4.64,0,0
5,8,3,3,-1,227,25,5.24,0,0
9,6,2,2,-1,227,21,5.52,0,0
-1,5,-1,2,-1,227,39,4,0,0
-1,-1,-1,7,2,228,14,4.857142857,0,0
2,3,8,2,-1,228,51,3.52,0,0
-1,-1,-1,-1,-1,228,29,-1,0,0
8,8,-1,-1,4,228,71,7.368421053,1,0
-1,9,5,2,-1,229,40,6.176470588,1,0
8,-1,5,7,7,229,43,6.9,1,0
8,3,-1,3,9,229,15,5.52173913,0,0
3,2,-1,6,-1,229,40,3.2,0,0
9,-1,-1,-1,-1,230,54,9,1,0
2,-1,6,8,7,230,28,4.95,0,0
6,-1,8,-1,-1,230,42,6.769230769,1,0
7,2,-1,-1,4,230,28,4.421052632,0,0
3,2,9,3,9,231,60,4.428571429,0,0
-1,-1,3,-1,-1,231,24,3,0,0
5,-1,5,-1,8,231,77,5.5625,0,0
-1,-1,7,8,-1,231,93,7.444444444,1,0
3,4,5,5,2,232,88,3.821428571,0,0
4,-1,-1,-1,2,232,53,3.454545455,0,0
8,-1,-1,8,8,232,88,8,1,0
9,-1,-1,-1,4,232,68,7.636363636,1,0
-1,5,3,7,-1,233,77,4.882352941,0,1
4,7,-1,7,6,233,51,5.826086957,1,1
-1,7,7,-1,-1,233,18,7,1,1
9,-1,8,-1,-1,233,75,8.615384615,1,1
3,6,3,-1,-1,234,6,4.142857143,0,0
-1,9,3,-1,8,234,40,6.9375,1,0
5,4,9,4,5,234,38,5.285714286,0,0
7,6,9,-1,2,234,42,6.458333333,1,0
-1,4,-1,2,8,235,13,4.266666667,0,0
9,-1,-1,4,-1,235,27,7.333333333,1,0
-1,-1,-1,8,3,235,74,5.857142857,1,0
3,-1,3,8,3,235,67,4,0,0
6,3,6,5,-1,236,18,4.88,0,0
8,3,7,-1,2,236,2,5.375,0,0
4,-1,-1,2,7,236,60,4.066666667,0,0
-1,9,3,5,9,236,92,6.7,1,0
-1,-1,9,-1,-1,237,30,9,1,0
-1,-1,2,7,-1,237,45,4.222222222,0,0
6,6,4,-1,6,237,84,5.583333333,0,0
9,2,7,9,9,237,64,6.642857143,1,0
2,6,2,-1,-1,238,35,3.523809524,0,0
4,5,5,9,4,238,1,5.178571429,0,0
-1,-1,5,-1,7,238,82,5.75,0,0
2,2,2,-1,-1,238,21,2,0,0
-1,7,3,8,5,239,57,5.9,1,0
6,-1,6,4,5,239,59,5.45,0,0
-1,3,-1,9,9,239,46,5.8,1,0
3,-1,8,-1,-1,239,44,4.923076923,0,0
-1,-1,4,-1,6,240,79,4.75,0,0
2,4,-1,-1,7,240,9,3.631578947,0,0
2,-1,8,-1,3,240,26,4.0625,0,0
-1,2,5,3,8,240,32,3.85,0,0
-1,9,-1,2,5,241,84,6.333333333,1,0
3,-1,7,-1,-1,241,38,4.538461538,0,0
-1,4,-1,-1,9,241,71,5.363636364,0,0
3,4,-1,9,-1,241,10,4.6,0,0
-1,-1,7,7,4,242,71,6.25,1,0
-1,9,-1,2,-1,242,72,6.666666667,1,0
9,4,3,2,2,242,35,4.75,0,0
4,-1,-1,3,3,242,32,3.533333333,0,0
-1,-1,7,-1,2,243,26,5.125,0,0
-1,5,-1,-1,-1,243,27,5,0,0
4,-1,7,3,3,243,64,4.4,0,0
6,7,4,6,-1,243,6,5.92,1,0
4,5,3,-1,6,244,100,4.375,0,0
4,8,4,-1,-1,244,80,5.523809524,0,0
-1,-1,5,6,4,244,87,5.083333333,0,0
-1,3,9,-1,7,244,78,5.625,0,0
6,7,8,4,8,245,76,6.571428571,1,0
5,-1,-1,7,2,245,29,4.933333333,0,0
5,-1,8,-1,5,245,89,5.9375,1,0
-1,3,3,-1,8,245,21,3.9375,0,0
-1,-1,8,-1,2,246,11,5.75,0,0
9,3,-1,-1,-1,246,27,6,1,0
-1,-1,3,-1,8,246,42,4.875,0,0
5,-1,-1,8,3,246,52,5.4,0,0
4,-1,9,-1,-1,247,21,5.923076923,1,0
-1,-1,6,2,4,247,80,4.166666667,0,0
8,-1,2,6,4,247,35,5.5,0,0
5,-1,6,-1,8,247,29,5.875,1,0
8,7,-1,5,6,248,20,6.869565217,1,1
2,5,2,9,9,248,24,4.607142857,0,1
5,9,-1,4,9,248,14,6.739130435,1,1
9,-1,9,3,9,248,72,7.8,1,1
5,8,2,2,-1,249,18,4.88,0,0
-1,8,4,8,6,249,77,6.7,1,0
4,-1,7,-1,6,249,16,5.3125,0,0
-1,-1,3,6,7,249,44,5,0,0
7,-1,2,-1,-1,250,48,5.076923077,0,0
2,6,8,8,2,250,4,5.071428571,0,0
4,2,6,9,-1,250,32,4.56,0,0
2,-1,6,8,3,250,68,4.35,0,0
